,k,dslimit,sizeLimit,neg_sup,filename,Number of predicate,Number of test case,Accuracy,Time,Memory
0,25,0.010000,4,0,generated_data/data_size_limit.txt,200,40,0.966667,2122583,6883478488
1,25,0.010000,5,0,generated_data/data_size_limit.txt,200,40,0.966667,6887467,7524986176
2,25,0.010000,6,0,generated_data/data_size_limit.txt,200,40,0.966667,11208517,8318020096
