,k,dslimit,sizeLimit,neg_sup,filename,Number of predicate,Number of test case,Accuracy,Time,Memory
0,25,0.010000,7,0,generated_data/data_size_limit.txt,200,40,0.966667,12771193,7704168416
1,25,0.010000,8,0,generated_data/data_size_limit.txt,200,40,0.966667,12180100,7706493120
2,25,0.010000,9,0,generated_data/data_size_limit.txt,200,40,0.966667,12134326,7710607712
